"democracy_type","model_number","effect_name","control_set","control_variable","estimate","std_error","p_value","nobs","signif_0_05","signif_0_10"
"BMR","M1","DC/PF (Learning (All Years))","","all_crises_before_5_year",1.26933879034475,0.295098345539043,4.4221397741636e-05,208,TRUE,TRUE
"BMR","M1","Learning (All Years)","","all_crises_before_5_year",-56.150385362323,25.648407347813,0.0312572874666417,208,TRUE,TRUE
"BMR","M3","DC/PF (Learning (All Years))","","all_crises_before_5_year",1.30317348415331,0.290570738313084,1.2196904464739e-05,211,TRUE,TRUE
"BMR","M3","Learning (All Years)","","all_crises_before_5_year",-54.0919944544331,25.2202053371409,0.0331579235018074,211,TRUE,TRUE
"BMR","M2","DC/PF (Learning (All Years))","+debt+partisan_cons+factor(period_dummies72)","all_crises_before_5_year",1.77031292306495,0.703069968521682,0.0180384481845416,77,TRUE,TRUE
"BMR","M2","Learning (All Years)","+debt+partisan_cons+factor(period_dummies72)","all_crises_before_5_year",-26.6119261655848,32.8714130001657,0.425261127785461,77,FALSE,FALSE
"BMR","M4","DC/PF (Learning (All Years))","+debt+partisan_cons+factor(period_dummies72)","all_crises_before_5_year",1.24603499671923,0.313813253670017,0.000100946836403363,211,TRUE,TRUE
"BMR","M4","Learning (All Years)","+debt+partisan_cons+factor(period_dummies72)","all_crises_before_5_year",-25.7363782712394,35.3325256789118,0.467245402723568,211,FALSE,FALSE
"BMR","M1","DC/PF (Learning (10 Year))","","crises_last_10_years_5_year",1.36273388416607,0.279827374723244,4.95529097312752e-06,195,TRUE,TRUE
"BMR","M1","Learning (10 Year)","","crises_last_10_years_5_year",-10.6809802161143,8.26445600830427,0.199640897277092,195,FALSE,FALSE
"BMR","M3","DC/PF (Learning (10 Year))","","crises_last_10_years_5_year",1.39165113042681,0.276558202539661,1.12065941181788e-06,198,TRUE,TRUE
"BMR","M3","Learning (10 Year)","","crises_last_10_years_5_year",-10.0110925654742,8.13925190150691,0.220226257871342,198,FALSE,FALSE
"BMR","M2","DC/PF (Learning (10 Year))","+debt+partisan_cons+factor(period_dummies72)","crises_last_10_years_5_year",1.88765250993472,0.759271018178401,0.0193969456656436,76,TRUE,TRUE
"BMR","M2","Learning (10 Year)","+debt+partisan_cons+factor(period_dummies72)","crises_last_10_years_5_year",18.9974697949847,10.9800823997791,0.0950157580308139,76,FALSE,TRUE
"BMR","M4","DC/PF (Learning (10 Year))","+debt+partisan_cons+factor(period_dummies72)","crises_last_10_years_5_year",1.26797911365768,0.321779552714947,0.000115809472473829,198,TRUE,TRUE
"BMR","M4","Learning (10 Year)","+debt+partisan_cons+factor(period_dummies72)","crises_last_10_years_5_year",-1.84012329430404,9.34961013721133,0.844192781042042,198,FALSE,FALSE
"BMR","M1","DC/PF (Learning (5 Year))","","crises_last_5_years_5_year",1.43012042011134,0.279585425799085,1.94834035255546e-06,164,TRUE,TRUE
"BMR","M1","Learning (5 Year)","","crises_last_5_years_5_year",-3.92597257374845,8.98966180271229,0.663434378080949,164,FALSE,FALSE
"BMR","M3","DC/PF (Learning (5 Year))","","crises_last_5_years_5_year",1.45914770783011,0.279357043604165,5.43941346259741e-07,167,TRUE,TRUE
"BMR","M3","Learning (5 Year)","","crises_last_5_years_5_year",-3.15966862497145,8.81064461370689,0.72035539999067,167,FALSE,FALSE
"BMR","M2","DC/PF (Learning (5 Year))","+debt+partisan_cons+factor(period_dummies72)","crises_last_5_years_5_year",1.63383682059368,0.725919080540171,0.032751321867448,65,TRUE,TRUE
"BMR","M2","Learning (5 Year)","+debt+partisan_cons+factor(period_dummies72)","crises_last_5_years_5_year",24.493363014216,12.3034734431544,0.0567162270486574,65,FALSE,TRUE
"BMR","M4","DC/PF (Learning (5 Year))","+debt+partisan_cons+factor(period_dummies72)","crises_last_5_years_5_year",1.24918532109173,0.341224839788124,0.000347174882715039,167,TRUE,TRUE
"BMR","M4","Learning (5 Year)","+debt+partisan_cons+factor(period_dummies72)","crises_last_5_years_5_year",3.3175345864759,9.40958685338188,0.724898491697932,167,FALSE,FALSE
"BMR","M1","DC/PF (Region Peer)","","peer_average_regional",1.39096732069099,0.419475994893347,0.00141716137783336,129,TRUE,TRUE
